	V_cra Queen.x	V_cra Worker.x	V_vul Queen.x	V_vul Worker.x	A_caj Queen.x	A_caj Worker.x	P_can Queen.x	P_can Worker.x	A_pal Queen.x	A_pal Worker.x	M_cin Queen.x	M_cin Worker.x	M_bas Queen.x	M_bas Worker.x	P_qua Queen.x	P_qua Worker.x	B_mel Queen.x	B_mel Worker.x
OG0001345	237.6439016	210.0187034	79.28442289	87.19021381	139.5551231	207.2098953	136.9961132	149.6025507	646.1267654	499.0445264	790.8483736	817.7276473	554.9434271	610.4693161	521.3974137	554.6438706	567.7611477	606.8929092
OG0001350	557.2318639	584.7669687	175.4816303	275.0435497	704.8685849	841.796218	275.2356173	300.4744738	423.8628562	469.9099967	292.8197685	375.7680384	402.2221009	433.9549189	274.2423613	290.7157591	211.833642	105.6366497
OG0001351	254.6622224	297.9049266	610.7983689	702.6810165	339.2582482	346.5703966	124.3390968	164.8857719	217.902908	157.0227566	133.1564394	132.3657899	483.5671853	521.4304991	84.31107116	86.298075	189.9063149	214.8241112
OG0001353	475.9310223	491.2660306	163.649498	201.2960647	882.8992744	807.3761128	556.1364294	609.0784678	545.4952514	476.0696841	154.4026872	200.7807666	488.3725926	404.2271463	215.2943424	231.7078139	604.4150242	439.4159137
OG0001354	60.15629268	66.62505815	217.2048103	342.371327	418.0300364	563.7214001	727.8003251	767.2177068	573.5890766	591.575534	511.0882253	493.531726	236.4942881	285.6219472	573.9341461	574.582049	625.7080251	547.4138533
OG0001356	101.3514806	88.50325785	386.2461016	1422.555238	302.4942873	330.8769775	149.0953628	174.3440673	450.2220909	418.0752502	287.5613167	371.0634398	474.6668326	234.954683	269.2764075	304.4277881	90.84178363	121.0235007
OG0001359	445.0025433	468.8145126	708.9478456	563.8884144	1661.999863	1754.540983	1077.819602	1149.413583	546.8329818	392.3929241	962.550732	619.4330306	1121.354939	1039.469919	418.7027255	372.380725	749.0531555	1030.626071
OG0001363	133.0456965	148.8708706	104.5999985	241.1504347	182.9805961	214.885556	341.739443	368.5845818	414.9937035	395.1375632	333.5536065	461.0432256	165.1669955	112.4104274	388.3531171	478.918065	308.1533418	418.1080842
OG0001365	220.7553915	252.7152315	742.8610998	735.7101774	287.0779836	288.4973971	429.1801191	529.6633898	248.9679811	307.0958739	655.499635	688.3363138	528.933251	488.1089707	96.19623804	98.07972585	368.4574069	404.7895811
OG0001367	505.8108063	585.5949098	487.4716329	904.7189458	1108.349974	1122.595148	860.245061	820.0451703	1166.76104	1146.110556	1097.901661	1157.809645	903.3200721	701.6756463	1173.699651	1262.349511	1066.396397	1330.971483
OG0001370	407.2509837	475.4220226	258.3034452	411.0994287	164.2833199	165.6336112	244.4889357	262.0749478	349.7392136	381.7293793	242.6640814	265.7181079	89.57693172	78.81866362	332.8076522	376.8094174	329.3014656	258.0256542
OG0001371	225.0974845	280.0342818	925.982094	815.6951961	1082.173313	1258.511865	155.2724158	236.3927922	1204.233842	1097.887942	1493.656554	1539.526596	1171.146007	809.2049465	314.9787133	389.0965715	1566.237649	0
OG0001416	347.2799265	369.2510173	272.9839334	340.9048824	929.1884864	852.8117667	575.7882709	621.5363117	361.1857269	297.2416665	241.571217	327.6859502	303.4846867	277.3666305	174.1689233	182.1624477	235.2332325	135.8185496
OG0001418	173195.0905	10141.12989	272427.6031	309.5306501	15256.42028	2318.850284	68184.97864	6509.209863	24020.88345	3051.894886	102371.6097	3080.295028	69348.35013	2014.006396	13877.3329	1869.153872	8543.826374	63008.26985
OG0001421	335.1710733	543.9482416	23.95786878	96.76613816	1048.721143	1015.571756	228.0875876	365.6127162	402.8723795	522.9046319	269.1162184	396.5446166	620.9548428	1064.237746	120.2383641	143.7613148	402.1276007	293.8296727
OG0001423	484.3803823	509.1857312	143.0117881	166.6457212	326.4591364	342.5665855	127.2858218	125.0501999	146.4041898	154.59636	203.4611296	203.7527443	226.286294	198.9232939	81.35225969	94.95909884	148.0094578	239.0850325
OG0001424	136.9356401	160.6115481	203.5717364	368.3533232	719.3793022	667.2756666	506.6672316	681.0555192	794.1644727	1090.263047	431.2346597	1027.181433	607.6686469	1968.026965	725.179016	911.920922	1569.370124	0
OG0001425	313.8937966	365.7904173	143.0117881	267.0610978	447.4426275	299.2341994	311.4484139	367.0280002	202.8906	180.281917	222.1405696	231.3358702	401.3941611	369.1922503	327.9827451	354.8099536	272.9129947	228.7344162
OG0001427	119.2536806	144.6353899	259.1791662	255.811314	149.4857545	176.4717758	175.4828822	158.8301559	68.37140174	72.69497278	183.5289473	183.427292	205.446546	167.0223781	113.0766774	113.2861113	111.5983481	211.2762584
OG0001430	17.23564423	56.41912494	249.761772	255.7844269	209.4061746	291.5534706	33.6380591	33.45006915	138.6795399	162.6735792	207.8435378	185.6556556	191.459678	200.7961755	186.3734263	185.365647	44.50464279	178.6235853
OG0001431	1141.687499	1365.80902	81.77355211	98.16591371	280.9214188	273.9899169	290.2970378	279.36575	129.0181535	144.4206793	229.5278074	470.2070301	319.1665936	249.164562	167.2639734	206.3198668	176.9848543	243.5294652
OG0001433	485.4115747	573.3383125	382.7497236	736.4051268	422.1478466	377.5568537	141.6152806	198.1818554	326.5578318	374.2967222	329.6114102	394.1154772	123.3672244	275.411177	260.7985489	301.0544094	489.3748689	468.7633729
OG0001435	90.90099478	125.3548093	920.7800968	1164.235193	180.1026332	210.1265957	254.5557687	230.4588652	181.1866671	226.1589066	169.7356405	231.5093802	353.2547768	450.1671673	82.64862165	78.14054051	284.2721332	192.6315377
OG0001437	634.2066565	727.5032001	170.3642069	290.7524773	1467.391253	1537.585101	137.9181447	142.1922069	1048.630526	980.7343395	622.8429192	482.112292	337.6078336	393.5303276	100.1265286	98.18042372	198.1290626	218.3719639
OG0001446	170.1452858	182.1830659	90.42893328	137.1253272	105.8777418	105.2875619	172.8643815	171.7493801	149.9729573	156.3765791	408.8955475	437.4904881	88.24971067	95.33305028	123.8524881	127.8862955	87.31774892	127.8321822
OG0001448	285.1779327	467.996583	134.0455487	180.4190517	412.8098764	458.2184433	159.564217	199.1432565	193.2277273	146.5207562	282.1210858	322.3269712	351.1751375	330.6630602	122.4127022	141.6426316	994.6627124	283.6980232
OG0001456	98.53940291	58.19280754	49.44315776	67.90365522	177.1203619	134.7611866	746.8931125	754.1842911	1212.428184	1179.275618	962.1127102	1076.505357	831.9955766	1252.090771	604.0270178	671.2520046	1280.062537	1285.148258
OG0001459	56.91977795	59.98317578	95.60349351	87.38308762	582.8325275	631.2667072	140.2573329	156.1189702	242.4279657	231.1716289	408.3743015	327.6735566	280.8268277	214.8728135	180.98354	181.7586492	546.2292956	615.4740376
OG0001466	786.3461855	1119.424317	729.8808566	497.6435289	1488.58956	1332.997956	235.977843	274.4635847	1109.275791	922.7415211	1445.031753	1638.677622	941.7815116	703.1750776	184.7870469	258.088642	274.4831479	0
OG0001470	77.51737191	88.4545358	61.29508999	92.67134198	282.061699	256.4998509	75.19082944	72.72506414	205.8618479	204.8398943	261.9370409	280.3871355	526.4564244	627.4378484	113.075885	111.8733201	248.2486673	347.982511
OG0001472	105.142243	104.9759804	46.55803071	121.4858122	175.5415124	198.7030637	427.635105	474.7597151	378.8764685	443.6008783	253.3277223	352.2202583	231.3867947	288.3017818	257.7660445	274.4016971	491.4070623	269.731497
OG0001476	1047.421637	1152.990468	806.1670102	1369.267193	646.1263753	1106.886524	1454.8275	1672.273344	1798.183175	1690.182349	1137.763835	1657.263018	1370.297694	1109.468399	1155.94916	1242.207923	1936.876042	1522.724195
OG0001480	41.27686652	31.96199408	26.67328248	26.28351584	197.714154	171.5354315	104.7314476	136.8569209	161.420957	164.7752716	143.230941	185.903527	154.8191466	407.605089	61.72774852	88.21032756	123.7327742	86.11014407
OG0001482	380.3816398	516.1119367	393.5089847	603.6146591	940.6315893	955.6691673	269.4013764	219.6741016	754.7742573	735.3338813	820.121371	692.1460968	181.3915385	155.1977019	571.3176503	607.3098638	702.066026	1023.195997
OG0001494	310.76959	389.2764445	641.5690975	671.9210722	892.7967168	910.9126408	844.6305932	919.1271588	964.2033863	724.038698	928.6544145	976.6900351	1072.390412	1328.989637	541.1304833	498.7565525	623.354753	729.1000137
OG0001499	38.61064348	41.66535608	760.5418373	525.3956842	79.99504099	67.06130206	216.1136211	222.1540205	41.61827972	28.27188264	105.7822665	71.63234701	48.80928832	18.01569454	54.59538056	48.0338912	72.43849125	0
OG0001502	75.05826248	123.9131708	106.1557043	168.9223455	1613.174061	1826.994759	780.659458	935.3314104	885.793061	1079.488037	648.9293079	765.1764383	707.804608	569.7482165	388.4339416	456.363756	753.7518684	601.8981006
OG0001505	4815.169638	10065.80127	506.4812259	1374.315659	129.5201833	163.3580274	13435.57266	10277.24481	8013.156822	8966.036398	2681.571696	3336.844373	4761.353068	4914.719004	6083.703058	7361.418131	5619.664599	1408.491622
OG0001513	82.27806775	91.87876105	101.2625854	137.4940647	115.8131146	135.9521937	121.0787352	184.7251233	150.8632912	230.6853803	85.85227429	144.0132656	49.92952442	96.83623479	61.96546771	79.04782833	156.6237649	85.5153831
OG0001519	664.9513586	688.2866273	327.8859213	400.4013792	114.2959018	101.9476739	89.54302794	95.90999914	282.1124818	248.2921027	372.7543681	357.9262573	457.4633066	435.0020811	181.141227	192.029832	364.5378971	510.7250908
OG0001527	54.24626218	81.3624751	18.15932911	43.32116024	325.9304826	315.1379453	56.46316472	90.60354938	28.53676258	65.10238673	60.88503125	84.27626556	55.24260426	62.11473684	24.40583639	27.18842503	105.3294819	90.88894489
OG0001528	220.0961285	249.4171496	179.7004215	227.0764076	305.5476779	235.2137666	301.3554087	277.8645339	307.5576008	339.9895414	68.54822278	104.8495892	341.2496498	257.660088	145.4841416	183.9760163	267.8266379	227.8378363
OG0001529	102.5358204	100.3807576	26.89956695	67.81476316	320.3096836	396.8790434	151.8841969	182.9372747	629.0290842	765.2357468	476.5677266	629.8411494	509.3507967	278.6802749	565.9301412	638.2231031	285.0552521	366.9172147
OG0001530	381.6782876	418.3328027	399.7875303	580.8443001	549.5297081	447.659025	175.9539806	188.8204498	652.2164115	500.3029571	1243.324901	1500.365398	691.3003555	770.7320555	652.6191966	769.635838	1169.051528	2031.753773
OG0001531	1069.536119	1665.768949	49.81907285	52.70393642	89.40413054	69.36729453	102.9774855	86.04741927	25.21621841	36.16171035	145.8612619	95.43047718	136.0744219	86.51286649	63.31333549	64.24624834	162.8847999	118.6562928
OG0001535	1645.678039	2588.341194	1113.643769	2397.236349	559.9060208	661.4321296	1007.970463	1280.55977	1206.337051	1874.399487	197.7690362	391.3963283	289.0810517	393.7161145	977.7493115	1539.468037	43.85465416	5.326217633
OG0001537	67.84429139	67.68659801	14.19963366	38.16322602	336.7074343	330.8921818	440.2496453	465.6480316	131.2477042	116.7448954	371.3417478	429.8957093	270.3391241	212.4331882	553.8072551	467.3378099	470.2667696	403.0171342
OG0001538	121.9651186	115.7078447	634.1910922	786.8867617	459.4072722	438.1335022	1096.011382	1284.250812	1106.157393	1071.36397	880.4260233	1238.610754	841.2245878	844.2980181	951.8276191	1118.150161	694.8025989	390.6366372
OG0001550	141.8232294	132.6991568	640.0459201	686.7731791	308.117457	319.8512926	398.1609897	423.4317375	224.4667053	205.7106185	156.3781655	194.8268963	355.5330097	297.3171356	161.2528476	166.6549756	207.9180479	203.8728159
OG0001558	174.1081567	192.2668603	152.8271601	328.2695898	831.572442	774.0861972	959.9171345	1074.611731	1111.206582	961.0259247	927.9513895	1035.606581	247.4616932	327.4746576	948.6588223	1050.681581	1134.347617	1386.589031
OG0001559	529.1606776	585.5274998	137.8640992	187.0738842	1142.660317	1194.118926	970.2907393	1030.423613	1201.327994	1265.367467	912.3994252	1100.301008	432.8027284	615.4273853	747.7639234	755.5351152	818.8368739	391.8143231
OG0001560	1066.104159	1609.301436	227.4006231	708.4905514	472.3746997	441.4075047	798.4638041	961.4582213	879.1861591	1080.896704	469.6842139	816.2354617	275.3724946	418.675358	816.5630253	1074.651702	502.3668102	253.4510251
OG0001562	129.9608706	157.2240313	86.49667482	101.8694751	130.5774909	121.6068933	91.69600789	96.89216238	122.4751654	123.200209	80.71646859	113.7407352	136.2660229	99.50105628	133.1227439	134.9351464	145.4173345	132.4245654
OG0001569	22.99252735	36.96601489	52.13113447	53.81179484	97.43113412	85.51177592	71.65158441	67.93766718	81.15415908	82.54756476	73.37084288	81.5496805	119.7156183	103.0310064	28.28858308	26.38183509	60.30014948	65.69297648
OG0001570	165.7594364	191.3861927	242.8878154	281.9579251	136.8336227	116.1510671	136.5241566	140.3166961	186.3874657	209.2015927	89.79228044	94.44147041	145.2754623	157.4477871	79.23972853	78.4436411	122.1704522	221.6327927
OG0001579	650.8005402	923.8617109	428.4696532	1379.818735	755.9417583	826.4702373	531.6804994	695.3577307	813.7874916	971.2048363	790.3030364	869.0320633	336.7701039	531.0857854	290.1758859	345.9052409	391.1678528	508.357883
OG0001585	288.0687719	325.7689297	217.6005253	262.724592	186.6693195	218.3876237	262.4936488	264.9476167	203.6322972	239.0856883	295.6647201	353.2167012	182.0922106	227.2604801	263.3920652	290.1105649	141.3568634	266.6067826
OG0001586	269.5408555	310.6534163	14.87792137	31.79839007	437.0236432	397.1552557	302.2203763	329.3015127	728.0211353	750.2105036	226.7397986	255.622307	162.9307189	135.6806995	623.7727658	611.5381674	45.30342399	13.58185496
OG0001595	1010.77128	1522.862858	1293.526915	2167.841615	317.3606014	483.7946873	300.6792237	395.5741738	832.2154713	1021.606684	320.8487839	526.9770098	498.1610227	478.5456395	664.8989773	701.262991	592.0339156	175.4663219
OG0001597	376.8038251	392.4236882	399.4732777	686.0804247	323.7921609	406.6782444	665.7384686	665.3622462	812.7425755	995.232948	508.3243077	541.5989419	385.5793923	536.3422396	787.4844221	911.2160369	527.4344438	513.9800016
OG0001600	341.46616	545.040483	176.3038915	590.5291446	276.3697807	148.445098	859.561153	1132.687972	173.3089213	223.8358984	138.4148912	254.3160249	188.6639826	243.7729901	34.31080245	44.91125023	336.3573663	139.6652624
OG0001607	833.7781183	1065.655872	219.6376513	416.9185661	129.9706058	166.3254089	1362.066586	1184.247793	1212.133883	1561.974264	430.7944478	361.6443278	472.8487215	397.6589243	738.7527815	738.9209736	755.3141905	393.8442038
OG0001608	251.5103034	298.9788138	26.87128139	160.2800621	1978.175141	2035.013019	1381.28766	1583.398241	1511.932647	1633.696739	978.759729	1610.916029	1299.104661	1359.965372	993.1115177	1093.377478	1593.255248	1119.393406
OG0001614	140.2450821	115.7739198	290.209839	421.0849698	772.4153696	653.2217828	1692.13626	1890.563305	1457.38446	1529.667003	969.780282	1360.816296	1339.668117	1291.496349	1025.045128	1174.13717	1073.037244	1015.74817
OG0001619	34.55004997	4.26518106	722.6394706	400.9470777	20.09595669	167.1033646	73.36779003	87.02785233	133.3271318	40.06300722	74.02568548	44.3689751	130.0648657	33.4041003	34.86548055	54.67894367	1115.552765	1.479504898
OG0001621	407.7016746	250.8057279	248.0926412	510.3888392	201.2819746	225.8200148	175.7823601	242.3405605	183.862128	173.0140352	273.9804505	196.3141245	93.98095604	70.93679726	132.0918351	105.8334619	3.915594122	330.2254932
OG0001625	105.8729748	190.2275425	164.8199544	193.0933032	180.4582299	220.3565865	67.57559608	78.26162731	121.6933363	92.88317444	178.7128975	184.1684274	123.0735296	139.6216327	80.95843824	77.26547602	256.07594	280.2478178
OG0001627	324.2261402	384.485666	190.192384	258.9944179	520.2617264	427.1230217	243.9594862	293.1489086	693.2416307	659.2626309	401.8850085	614.4756032	441.9436312	521.8902746	374.9631878	432.4983607	702.461501	497.1136457
OG0001628	64.78717788	81.41353313	99.42289259	118.1284909	95.34259597	73.5231491	325.7787308	408.8976824	228.6077241	323.8997207	126.9715715	245.6826651	164.7474314	121.0429477	94.53378853	116.4429895	65.78198125	142.6213132
OG0001634	147.0010696	196.8564101	182.7244306	287.3073614	141.3117709	122.4355302	122.1080295	113.3265274	353.9040143	265.0927186	126.3692915	92.45602075	269.7797054	269.8600911	76.86174428	75.7247986	75.56705096	72.19983902
OG0001638	145.4418834	119.0009209	492.0838762	528.7154184	320.9165687	291.2139069	136.5666327	158.5406398	119.9096957	110.8856806	116.4962799	133.8554968	235.9334708	217.1285286	82.41011007	83.27713889	110.4197542	131.6759359
OG0001642	134.9155531	139.4918772	34.08409903	53.44497792	65.90629844	160.6212451	78.17316575	102.1957285	152.0538713	147.3284782	133.5966513	141.5345519	68.52880022	74.31473998	112.5996542	117.3140261	195.3881467	169.5542203
OG0001643	824.2800634	1038.213014	136.4215357	286.7863551	1122.149497	1059.380545	235.2488846	327.868927	644.3446112	557.4880536	348.4463479	355.6978937	567.2953937	748.3325419	416.8802118	525.3428043	230.2369344	256.2502483
OG0001644	212.8821574	257.112229	646.2693089	1300.979162	2034.992387	2233.721151	1305.806792	1631.236453	1041.001003	913.0149338	1651.561225	1961.413581	1882.30573	1813.578041	1763.557813	2036.998089	138.6120319	0
OG0001646	492.9012111	596.863384	172.3727645	149.1680062	417.2358704	423.4232975	321.1883098	460.0543726	309.9045745	257.661677	355.3386211	404.0501617	423.1989065	465.0263621	106.3405081	113.0827016	754.5389029	535.2819131
OG0001649	82.54644031	65.06895618	44.5777587	78.21952365	928.1335495	955.0584594	414.3782747	498.7520656	458.5472332	465.2462103	523.4360601	729.9811826	594.3908422	723.067407	368.3070506	425.1454022	252.9473803	208.3142896
OG0001663	100.205063	101.189677	55.24169743	98.11076771	516.1699933	576.0825334	80.70456903	85.81672914	68.52152482	52.66346917	476.1318949	475.6651577	442.5002529	653.254714	86.05434518	92.4406451	216.5284393	455.3916076
OG0001665	540.2806362	588.9510576	209.0305665	368.7286452	802.0105003	903.3535468	163.9834465	247.1527566	466.2703968	414.2014159	307.4190353	340.5975698	266.8119887	412.3154425	220.3268576	241.7121474	323.4241589	459.128837
OG0001673	2576.566184	3003.435316	1484.313013	1031.833765	1885.38573	2016.043063	670.8218696	2194.497554	1337.879056	870.7242295	1908.899037	907.7049544	4105.294697	807.7036386	162.7584024	337.5392618	452.6426805	3002.211339
OG0001676	1390.4499	1480.462667	1515.66105	2499.834794	1293.343247	1290.291482	785.3850302	828.7341142	734.5477734	759.5009212	543.8040741	597.6178714	960.1038751	882.2041654	511.3331758	518.0895366	570.9014541	448.8817861
OG0001679	228.5104833	239.1488122	219.2408049	208.8137539	132.7134419	137.6829551	248.1882169	277.3748941	128.866544	147.3284782	123.7433507	165.082332	97.89828603	74.50240347	140.4120066	151.6530069	142.9191854	134.0431438
OG0001681	152.4108186	129.3036308	229.7635987	203.2719925	856.7629146	882.9797232	324.853696	539.0322928	480.3953437	343.7680645	1086.296273	911.4230249	1001.91903	1374.077666	285.2630227	265.4395866	49.33257034	0
OG0001692	61.46169182	74.51435832	39.73979663	126.7798281	119.5065793	126.5305673	239.5659998	288.4964654	252.6824126	288.6798141	61.10404216	137.3207386	79.15775699	118.6033224	152.6949569	191.4266518	303.46246	155.3450553
OG0001695	108.3685479	118.2003443	159.6428485	149.1424909	130.7979609	108.3436355	191.8284535	221.0599725	101.817635	83.67837544	124.1813726	124.6743413	117.8961088	114.6642659	42.94872526	50.14653252	32.1078718	49.11956261
OG0001696	86.28615359	80.61529253	80.16155809	76.95747591	51.00442469	68.98718588	108.2076221	136.6850567	112.5120465	90.47131679	74.4658974	71.63482573	66.70929065	77.87846956	56.18096753	54.5782458	37.98126298	42.31384008
OG0001702	489.9928693	931.8991795	1035.76033	2058.15101	190.6567442	148.9012284	563.3020169	648.5853064	315.1098322	394.8144744	539.4260461	734.1949959	335.2317023	406.6667716	374.2484454	407.1214903	990.1206232	647.1413604
OG0001707	260.6510145	1631.214342	1176.816172	388.0645883	1648.887826	1252.536557	72.98207281	194.0680736	822.7443399	1001.345787	1228.434349	2652.716915	1039.261632	4116.773866	124.0569266	490.9242721	10407.25762	5059.575342
OG0001709	31.65483513	39.4401603	243.0218889	500.6216872	2107.398994	1858.249827	404.8104284	612.8854317	1381.7908	1687.124314	680.2500573	1074.086132	533.6813179	842.7985869	555.1543305	699.3457035	1076.322428	1000.852514
OG0001717	62.38495176	94.31319465	269.7588139	265.9348574	120.369494	119.7747696	141.1150067	134.9525738	177.0248392	207.422989	120.0179753	134.5941535	142.3720788	172.0874156	71.71274672	84.08372883	80.2696795	138.4816585
OG0001718	375.8659797	536.6736401	174.7481857	213.257808	70.31332728	88.32711398	151.5405267	158.6577151	107.1670703	115.9888677	97.67886309	108.3197884	156.4988015	212.0597378	62.67862527	67.97106257	140.9613884	117.1767879
OG0001724	92.0269927	78.65539828	246.5937894	311.7809361	266.0811819	237.7731648	606.8507344	680.938444	594.5200985	502.7503545	593.0815275	684.6232007	517.1812611	429.3721766	343.8227669	366.139471	562.47118	719.2524291
OG0001725	70.37924524	102.0423128	262.7722808	468.5514081	89.72653824	79.2577216	96.49366068	90.37228252	89.33066468	116.6350452	129.6566452	170.5379808	148.5256854	145.2534139	171.2378457	195.3538687	62.64950595	116.292044
OG0001731	1026.233332	1223.658454	610.1475181	892.0208251	4608.597663	4570.740628	3187.507401	3440.455534	2975.562822	2919.270178	2827.649779	2971.982675	3221.131921	3002.054643	1910.787606	2041.951418	1488.317326	1376.489931
OG0001733	128.7648624	121.7150057	237.270869	311.0942175	163.5152309	116.5489142	94.26302243	136.9145934	101.5203615	116.958134	179.586751	244.4036488	96.91930317	107.9065038	74.08914617	97.57623649	248.2486673	201.2156251
OG0001734	271.2911113	460.2564524	200.0066245	554.8082553	104.5620339	81.07210689	143.3027398	219.8459657	217.4555115	268.4851507	166.6672978	239.6891354	66.84914534	135.3072492	170.2061445	211.6679307	371.5898822	147.3557288
OG0001736	612.6012069	695.1320744	386.2395959	568.2792431	235.1608606	231.2276938	107.9493332	103.1755849	70.4538021	75.76431607	185.0773544	186.4686737	379.567039	328.7845487	70.84031731	86.49947074	212.6206764	222.2245947
OG0001743	301.9526763	367.9415289	654.8104164	909.2502459	142.3951556	192.167729	1918.160539	1838.772217	825.3796689	1182.991139	586.9536024	967.4369969	188.943692	153.8840575	803.4916397	948.5729329	1793.342108	1024.684379
OG0001746	355.1254482	433.1042584	227.4156144	329.4775889	312.3016452	15.61486333	286.6492428	328.3303072	261.599129	320.0194246	180.6818055	229.2785379	352.293975	343.985291	113.8674899	133.3239805	208.3096073	177.8364887
OG0001762	53.43968596	63.66936543	264.46998	272.2193063	113.4566935	124.9163726	123.4376598	133.5695865	41.46964301	41.51852212	132.063575	126.9101411	80.97726656	56.48670893	59.82599504	61.02190253	108.0743134	154.7562123
OG0001764	70.41425036	47.20932392	72.5241742	58.8223987	70.0715215	99.02337139	90.91599243	85.35534887	46.22601783	38.77065215	58.47591131	56.76254357	77.75921005	62.49194044	41.20465884	42.99799069	36.80658474	69.24082923
OG0001766	33.70263444	38.51177177	277.3121897	275.09897	125.6489202	211.241581	260.9048714	309.7015023	237.8202276	222.7713209	188.7873991	125.6707842	307.6803275	300.4473625	103.725597	102.8135327	93.58269951	157.1234202
OG0001768	224.6103299	251.5552464	297.8469401	328.269041	400.4517046	471.6565511	286.9071027	308.8940869	378.5286586	333.3226046	252.3005612	263.4872656	199.1516862	158.7595549	156.4231861	175.0159198	188.3400773	202.3992291
OG0001771	62.0538617	74.38888237	95.60490779	76.51877715	479.4629279	334.8478458	78.94631638	83.45215528	206.307758	195.1472313	150.24148	170.042238	316.9694763	250.3768682	204.5335873	191.4135611	139.7906257	260.386944
OG0001772	305.9651377	326.8081108	74.41958954	83.92644862	356.0115956	330.4411196	164.0615338	211.1633659	431.0494412	528.0950529	189.569268	306.9812547	285.8615967	555.6697019	192.5834438	221.0851956	621.0132277	292.7200441
OG0001775	120.9353847	114.4547538	122.1081941	150.5403459	106.8544475	136.0180792	183.8056213	216.3861905	203.4851468	147.8131113	230.1804599	160.1249046	286.7007248	237.7696352	88.75800472	80.2692935	222.4018305	332.2968001
OG0001776	693.1013064	875.6268881	488.321614	924.3402214	125.3312538	114.782676	271.0326298	280.4038556	284.0462454	403.8625753	103.5921575	167.0628242	288.3370248	387.7427858	252.0623688	281.9530304	407.2217887	255.9513883
OG0001778	538.1044848	629.1140395	323.8147807	611.4843498	670.6909976	680.4831752	281.4577208	319.6788505	485.0001091	624.0459552	543.8478763	672.6336626	362.8599972	370.072392	446.7527971	469.8572706	267.8266379	191.1520328
OG0001779	119.7452108	164.8997554	101.5734437	219.2934141	245.9686307	231.2733069	219.4160297	237.7838537	286.7187336	280.2795062	248.7394439	231.2565514	275.9319134	203.4290942	217.7396804	224.1907179	245.511667	258.6174562
OG0001780	73.26279171	54.52430466	143.7757811	142.1455336	318.6099312	380.5622461	854.0160927	914.8022955	781.234565	635.5172219	596.1498702	696.2706763	325.703402	267.6831947	383.2025348	421.419581	700.1278069	647.3484911
OG0001781	215.8955145	230.3961974	651.6149967	948.4842919	1119.999323	1091.765802	477.8778824	418.2994587	393.8872902	374.7829708	602.7180072	524.2479461	378.7237151	195.5453512	175.6744781	173.5024308	322.2533962	632.9262773
OG0001783	485.2686371	523.1058859	260.0579985	282.1494271	129.6078971	110.036386	153.2773268	139.9141418	219.5810165	239.6688635	197.764656	211.677192	140.1330052	138.4956518	162.2821716	186.6948588	133.9172346	196.7711924
OG0001791	256.2534967	340.1836465	167.6207905	287.4730737	245.7434194	194.9653287	136.9961132	174.2287223	518.5920063	665.5628619	139.5099457	237.7061644	207.8226772	147.5053757	515.374402	600.3617108	102.1970066	172.8061721
OG0001797	212.0989179	235.8010071	215.0551078	250.5162007	489.4907558	402.6212181	79.5641504	113.6148901	426.2945528	529.7056504	300.2661392	438.2341022	431.5524274	480.2777735	289.484123	320.4196169	902.0941518	492.8467536
OG0001799	513.3806627	544.7851929	1010.632853	1793.457075	398.6832035	469.5304767	255.1997749	282.7107569	409.7899321	429.0634992	501.0925677	580.5172256	256.6333641	165.7068571	179.2402659	190.6210688	513.3226426	677.524473
OG0001804	388.9666446	724.4891077	326.5850684	715.6263339	262.5892219	206.0416947	503.9775084	529.1818242	579.8110094	816.4420856	108.4125875	239.9444429	361.9425504	841.2954024	535.5028778	691.7943702	482.4051114	73.68230293
OG0001805	216.2791122	211.7189692	471.123711	409.2593082	245.3427804	207.4861076	301.6660419	306.2417271	581.319672	555.5511364	832.453875	990.6526294	731.5813046	550.6084177	487.7997688	470.2590551	368.4613225	723.1819941
OG0001811	141.3141967	125.6364628	403.294374	523.8592783	103.3885647	78.7787847	354.2269841	390.0779814	215.6703846	214.8507998	218.572882	268.201779	234.5363224	250.1573019	178.2893892	190.9251764	130.7808437	116.7714036
OG0001815	75.88088272	80.49715826	83.5552595	128.7019817	139.0240986	310.3688488	55.94873209	58.59529355	234.2618647	258.3563178	230.1804599	230.7682448	144.328646	162.8919048	260.064789	284.7745847	533.6954788	253.2912385
OG0001816	293.243695	361.1004201	185.0158438	403.6346907	150.0878983	154.8816045	227.3011364	273.4946861	432.2325895	488.9916193	220.9820019	379.9868091	108.5887789	87.6388474	348.9717644	402.9928777	301.5007474	209.5008526
OG0001818	918.655316	797.4149939	542.3563666	741.0426035	374.4646953	370.9632357	692.2315347	520.3215929	320.6079042	314.2038268	229.3942107	210.187485	548.0905471	578.3826134	247.6249441	192.2322347	188.7316367	235.2412788
OG0001819	111.3950319	128.946892	209.1434259	238.9920588	271.7493938	272.54297	109.4510131	95.90942242	280.6246283	261.8666773	83.00513254	73.12205394	156.2176936	128.9266907	203.1373833	182.3487388	300.7215441	257.1349923
OG0001820	64.30002335	63.13676008	156.7300016	285.5555842	652.9893922	542.4961331	2285.784654	2492.988093	1963.791229	2031.906877	741.5643499	1189.542137	1571.130433	929.6830271	826.8364561	929.5178749	274.4831479	304.482108
