	V_cra Queen.x	V_cra Worker.x	V_vul Queen.x	V_vul Worker.x	A_caj Queen.x	A_caj Worker.x	P_can Queen.x	P_can Worker.x	A_pal Queen.x	A_pal Worker.x	M_cin Queen.x	M_cin Worker.x	M_bas Queen.x	M_bas Worker.x	P_qua Queen.x	P_qua Worker.x	B_mel Queen.x	B_mel Worker.x
OG0000446	1123.36815426943	1419.21004812184	914.416128752477	1803.27361145858	1710.89678395186	1777.1346406998	1408.23208803204	1471.57292933795	1336.84157198592	1686.68168198022	377.355787227674	446.168464730124	529.629727424319	333.100808892487	331.776743351722	415.377708750059	951.982736458765
OG0000451	134.234411899654	196.252723914702	219.467655086531	531.257347192642	640.114419839142	607.512450629873	508.808627185766	503.023870103148	352.118887396173	481.886897335979	190.541676405078	581.012968340032	427.816908499675	824.216148624901	193.583449194099	261.008880283383	945.224421004523
OG0000452	85.3847718429006	85.795179895224	109.182259135714	151.473163818919	58.673460896976	70.2618168867581	31.4494678880679	37.1411112667552	258.926640903089	256.855570487498	116.951822623087	100.387904564278	57.8984449053061	77.6926827089108	48.3362344028064	39.0717807248285	166.412750176853
OG0000456	37.9178338873591	48.5785468190412	38.1572195787769	48.999826320832	126.722822313044	70.9688189753867	28.103295990946	39.6787027197633	40.1319125859403	35.8628532378771	98.7717274995989	112.288209004107	58.8774277656098	68.1237216187481	94.0528033804378	88.2173764124462	59.5170306514861
OG0000458	2820.39286478517	3229.93808841576	545.939015526747	898.191689775524	144.962564056129	117.131747464804	914.136491580487	982.047315588812	943.695978989856	1012.3114202749	476.127514727273	1287.9371561406	453.968337792274	443.448814592165	686.394338451984	844.324455547257	215.745320517515
OG0000465	162.845260441195	264.064130449493	382.335905890532	965.521387631843	416.408515291944	391.172345567184	136.167614927261	135.57428372894	158.002312585113	136.829708653217	59.1329440229089	84.7720082987235	286.981832763323	130.42799857372	133.598182300216	117.009918518707	234.935647308498
OG0000466	281.069207187888	196.775985310678	177.407028315855	168.209837270188	380.706603327966	392.145423710672	90.8722291917737	77.2240984430091	275.568007322059	75.1294466456734	250.327272921277	931.500605808781	452.010372071666	289.001766598364	62.8188795860866	68.1563466554803	185.203686367411
OG0000471	2084.57948205522	1773.69862000035	1796.92218656678	1468.47539389732	1290.9512664919	1313.77206036254	1785.7479823389	1646.16383510755	1113.72002894516	1455.49551410308	1055.41354535703	1093.1127385888	1035.06179563582	502.752352425118	643.425803259745	589.183240176727	805.829270268148
OG0000473	351.697863885256	556.863253898555	40.6180632432347	74.0764404237355	84.2456072685186	120.185286951533	54.5573183862339	63.58339093243	215.521747890695	255.401671031908	97.238651173079	196.071210539346	95.4648143490469	135.616893928554	121.945187822713	153.961002091233	164.454953115949
OG0000484	322.799681679223	319.9977035232	174.46533014225	228.896499959784	76.0123575838641	0	598.742091906338	544.428135010957	335.324425162524	355.397644699683	219.886947403706	237.460771784144	266.007824254787	361.079557841935	260.143236364048	301.690819957182	366.499609801257
OG0000487	740.749104154528	1403.61799314468	680.676711834465	1905.456677978	1100.03612199024	1244.87356649973	533.997806043073	809.203310844475	850.499273395373	1082.6704612624	492.336511716664	941.415460580561	515.782714138795	1160.70053014841	587.793967051256	770.357841765098	778.42011141549
OG0000488	260.058844563454	338.029865214255	257.052940655016	424.444485999348	1117.25648643289	1082.39739117142	446.554984720731	535.77667833219	540.147302431233	659.099471090117	274.639673350844	406.997352240512	465.056017958685	599.916998317306	218.74998697497	240.874341080967	220.052474051505
OG0000491	209.052014203227	169.692536092159	10.9750798878882	50.1252436691116	81.2372589098009	68.1864236588483	135.794769257483	185.878573932845	843.6649573187	867.170253067226	275.515716965998	397.092412323503	314.952771629144	322.779317228259	264.819172744556	309.040757523495	328.866834696557
OG0000492	372.743231626176	494.73997905663	70.232478183626	220.19852185337	63.7276757912124	72.8541578783963	204.999473513168	278.09580078582	422.575662225756	567.988438539835	452.255326214321	686.849085601403	350.056299905749	655.508552420834	365.518604554022	412.055686002934	751.010952562832
OG0000505	2033.49534872942	1644.62591833397	1241.60396241132	2042.62782303815	2435.1359081704	2508.81591693112	978.477469124314	1130.15153384231	1221.34787303212	1224.50481493052	387.651489814774	575.309448132565	1054.78130753622	636.366876970813	616.802046871222	699.146321719264	1129.15162368822
OG0000506	61.1495628621583	62.5671126331551	124.033026367327	113.858379843665	134.003072754039	141.661425665252	134.122326886028	130.397597164804	86.3564440492796	88.366393466897	194.481682564234	216.39170539411	114.960558738524	83.1330471333826	78.1319571243528	91.8364578774867	75.5670509567784
OG0000509	997.524760500864	1245.72720403511	198.320239485436	232.070824367291	181.525020113262	177.786951742275	55.166571379427	67.1717759371156	393.144106628934	351.68535475641	259.755692329374	252.491691618163	645.71052226442	580.443158499181	169.653843575568	173.906229297147	634.330163327066
OG0000520	671.252279556887	691.384147880438	706.0358472245	637.27292344832	7073.42352802652	5078.3022424857	470.926820654071	626.669743826959	1624.01067477958	1440.8143604893	2386.99765028239	2102.94069709465	616.339637908364	933.627713535406	675.121694671421	651.91801348558	3447.07370716333
OG0000522	2537.4246300279	2699.22455581102	863.529558894206	793.470809879313	2669.80367466457	2196.7796581947	326.465213042714	383.176309404226	972.234227939858	981.062274642757	1045.77925569937	1555.39532103676	1784.99343466123	1463.95909168734	1927.38753687978	2211.40680100931	122.550264824356
OG0000525	88.9115373289042	94.942910371308	47.2368841338454	75.8600431007628	84.4210349899883	110.335404806374	83.6645946617375	89.7373079329903	151.312174120323	154.274886676453	221.860235646841	265.470236514424	194.428793150208	283.621454489029	91.3626145968718	111.573240491508	319.512480339557
OG0000529	1350.79202044193	1518.35606900484	405.27577738837	739.3950824467	1174.55497329672	1177.29024856523	789.283391219068	945.483506377616	749.277671650834	808.208168367708	1470.37569487424	1070.27139190831	1056.04419542601	1039.65758244974	523.529754816797	610.960161646666	696.971838087755
OG0000540	127.754089710112	177.36592419106	150.932027609006	225.467571139989	201.028315579906	95.9546275555949	167.543715025304	198.27759180744	118.314823771883	125.843075100479	70.9595328274907	102.616268174236	102.513490943234	148.06648951046	207.528056620666	255.36979953652	80.661238909251
OG0000544	51.0068303602275	63.3583452669941	55.6085611380934	91.033149153727	77.2901351767316	85.9831106424997	71.7373946914729	70.9377923435117	50.2406954561989	53.4711910889068	33.5086682796484	40.6509045643002	61.9556295877934	54.4224105931984	34.5493140360125	37.8634062790721	79.4865606727085
OG0000547	55.9206735870041	82.8134575909845	355.125480640281	881.101368600722	385.134967972635	449.896597903669	282.615730537551	254.047507965926	345.283084952368	494.487359284422	150.241479998946	262.994001535172	111.743900768955	108.283707366832	362.522550418334	413.666851930609	269.388959986289
OG0000556	184.30047975431	61.3730888609594	468.069436315493	287.456337860529	325.902034882864	540.207879038562	719.857296439096	551.119879017605	52.9146699281287	109.042459169221	889.845682310961	174.50392269703	526.411670907807	210.746093435041	277.181362792395	431.89215950873	235.327206720679
OG0000560	87.0329294108014	275.490784441599	192.680664659923	235.454758441811	863.791876647722	804.436605860762	81.8205317288192	121.227664414161	109.786049163805	139.999209466403	387.430288801948	604.062526970729	329.497659839371	658.696955027656	178.624573242358	220.170858910341	1271.78105516921
OG0000561	75.5162460867798	120.865707080129	76.5967290399824	112.072856659218	108.632431197698	117.233109771417	304.104770089718	228.188297609113	302.327074814084	330.036791862681	211.77259341834	143.767872904511	116.500358923088	89.1457851865069	106.576642474476	114.797586304268	337.524213299875
OG0000563	62.046568972122	158.297251086802	64.5199266149604	46.0650166244527	1327.35725998664	1143.64049682724	103.830010633623	166.213970348022	144.476371676518	230.520605015251	876.039234936131	1256.95571369248	337.588253906309	418.757929896485	13.4691690553919	45.0612900609611	2868.56033804264
OG0000565	608.635418895341	919.997318752543	76.1639599817501	169.483682406234	632.571027815943	624.744042754155	69.9353787961129	89.1040635203987	402.33728734538	434.987331786337	84.7572197661695	105.347810663861	291.459980075741	324.659705345997	102.694688173831	119.32596953974	577.158573554543
OG0000589	438.875189401564	462.492326966471	456.640373199851	725.896658864214	83.6576873371065	94.1655828438681	293.943116645503	276.021319772986	207.198091946944	202.898130802888	203.899151427142	188.384719377523	257.892056342869	182.168697969067	155.230628188685	156.988987056558	105.329481876643
OG0000591	233.171998008868	329.880602912125	60.587668152513	90.4558994948336	392.998397055272	333.925448849589	459.200845792121	499.771715965986	842.620041224333	738.742467823476	457.953989930899	638.516647302666	224.047220315226	177.156206289949	422.20591394652	528.762503931497	533.460543155163
OG0000592	40.0633558186706	50.5648043629509	41.3537706422295	82.3615094347909	1105.49097586999	1033.33803477052	288.880310082349	375.678880111247	689.968650317346	823.716429227331	374.072813779884	674.212603194769	35.3930274938665	59.1139977133017	635.789470621386	792.176049361935	220.84342406411
OG0000593	51.0432940232341	52.5173569317371	43.4743390275675	75.5577003611714	207.277335496044	178.567441503198	359.544647213275	445.520894327324	293.744790989224	268.973014727917	218.134860173397	269.842687468779	157.474987267629	181.472466440444	393.049655834204	444.345465150954	267.438994113629
OG0000597	413.729847392176	463.628284741919	21.6101673522502	25.6782816418546	108.644284422122	162.498981847306	93.0007532053168	105.630127858114	166.733233123254	163.965934269878	74.6827181918961	76.346860456403	77.3396459639949	56.2990454412397	59.6072933887986	57.4571979170122	63.4365403674162
OG0000606	84.4075456743223	95.1347951306743	51.451715334315	68.2877567008313	147.340320875509	148.521119765315	112.154036915975	120.362576418817	141.353514330479	144.903696963258	75.9967836146274	90.2251784232028	39.8585878837948	75.0653939216529	122.505412703414	135.941118168891	143.244179758113
OG0000607	567.374596383532	331.843834284911	1683.44335096404	822.827686305598	1212.64649530451	1571.97479805657	5064.30052014172	8478.98408513533	604.059602775043	1233.2298271079	1079.50474477377	422.372813277851	917.726504187585	219.003286766422	38.19354915107	960.75838224682	0
OG0000611	484.817946243427	678.224524226787	156.292706819214	258.368881189488	249.135812225657	225.275192390663	300.035646577434	294.188167675203	367.429955231276	415.652084470835	167.983553314857	214.406255726061	77.9004632882546	110.909119519242	195.008971910339	223.046790091241	370.019728916762
OG0000625	85.7056520773591	141.800834895927	53.7137115164609	106.423821261588	598.986101734025	615.340154758095	77.0408990920787	81.2825145918314	81.7501923046933	82.549180200699	95.707764955597	143.765394190818	80.6961586278934	114.850052700129	108.082989713816	120.636048834681	437.360116623622
OG0000637	33.9403775265933	30.6488349038564	28.22813967608	24.3907185956633	252.577988598279	299.490139235344	57.2783623882274	50.7518290601624	58.5628650328166	57.5098006877668	123.96017154432	94.4389917012095	185.027760597406	142.999575420749	126.862805375235	112.378823455346	238.064207011823
OG0000638	404.746659373856	388.207896644848	347.176955604083	231.613469243064	638.542682280568	668.991223648578	110.037097290331	114.459215938592	288.206587052364	246.195256590347	358.73767029661	409.976766099432	466.55386173495	534.467481357017	282.491217001136	306.826411351647	482.401195806782
OG0000651	456.803643228675	470.41399725836	147.480623655706	103.969961494885	860.212202871786	892.756117670701	97.9957696466931	115.978310458415	210.089076020265	196.533282075085	782.821623956609	720.819856763216	316.211463878106	332.353908222966	406.426906804502	441.230880017017	313.639089156845
OG0000654	97.0721051097933	94.0575707772233	65.4527843627055	100.77121920732	311.111581447056	257.19925085856	35.0698036321269	47.2447623270391	45.3356839179173	36.5090307736947	80.3791917994363	128.645240663852	41.9564082987314	146.565181632027	73.9290819231645	91.0298679349442	103.371684815739
OG0000659	224.325913363454	246.780486176279	229.45245754117	296.58121733065	339.270101387835	412.118866228847	182.904613379036	176.650968649179	222.211886355484	227.131403839888	395.971714049701	340.823132779956	116.498960376144	126.860515727593	93.393528839075	87.5064494468596	193.038790205149
OG0000662	270.560379509371	277.203063920396	467.644021502695	807.188720024116	428.833065132795	367.382612205014	580.077926795849	609.021371996618	551.739479700039	540.689053095381	613.228340498907	608.273861535043	366.978717919571	417.740793808846	455.786126102621	430.885180803933	719.948544394526
OG0000699	750.276330024907	846.562187061507	311.946725708042	496.808108162403	1457.51514673766	1435.11287760947	1148.44232122046	1740.38460575774	314.513798936014	337.143129312835	871.663397078435	1553.15952128573	2155.16503525233	1852.07720441985	2672.36063704425	3416.47634265657	2146.07448865718
OG0000701	483.945735424308	492.293198090241	896.737088440299	1141.33012404764	430.326571410172	411.817313366672	913.751203420003	877.199227278488	916.641124438401	869.436720774106	342.097221826755	341.321354232238	1193.51996140458	822.33951377686	807.486906795723	885.836145673809	245.895395255439
OG0000707	289.043081014183	266.306011864141	269.137097325472	205.933267093789	1811.87914410654	1747.38733776643	316.683270090734	323.138625802044	363.268127259401	308.226684584997	594.614603785918	470.596188174098	767.497388633147	680.467795899784	192.077101954759	160.210311933203	1496.14851394295
OG0000708	117.649279417708	112.04501497653	243.736099307583	264.206675030711	102.454530628101	105.563774222547	91.7989802236732	97.0052005445376	167.662212581262	187.068396619197	123.086318038204	179.701785311136	76.6389739454061	62.491940439776	99.7636106155366	119.024882907006	155.449086635789
OG0000710	171.233361479246	150.571136393154	70.7416182521345	137.300367773714	70.2730263179418	103.308462900399	83.6641656103339	93.3130049804108	188.617016419654	167.035277565011	121.040756196819	130.769498298706	142.235021226586	105.466878459922	220.287237708436	257.079649377265	121.904191794258
OG0000726	37.0645841730034	40.5497547745312	27.8895615305219	19.3694147662595	183.549550844819	291.163225747052	101.599801437413	134.031543470577	98.5461409054757	87.5570561032854	81.2530453055526	107.330781618217	114.960558738524	69.2459492578768	28.7640214560963	34.1365780926184	62.257946536752
OG0000728	106.669341213145	134.226225734022	466.599152939878	476.778861918178	159.515953003463	133.671541846449	263.609182406943	297.532021139872	268.434931451691	260.892564642518	271.133308781189	285.302424771678	197.616081633968	171.522548476129	59.6675155824807	52.4645974986286	293.281915317563
OG0000739	378.578876253761	579.85004693276	640.092308406871	862.034022215852	424.494784993746	507.219516351224	294.801219452817	514.034710107883	317.042109428929	304.026530602183	711.130594710465	977.602201783867	376.768546522608	347.928100826861	203.883821505608	246.709782675266	1292.14606019674
OG0000743	65.0584675364716	50.3906063727088	299.148075808113	503.748821979268	809.148512054781	768.736801471515	193.31597474018	221.639004759031	239.731695749947	339.805380760404	333.772617373753	387.668342862926	372.993868322666	486.423752612311	138.669524926084	155.477512020657	184.385327195953
OG0000752	2118.83198853715	5491.44080427506	1156.90766344815	2062.48779027119	12282.5245058066	9731.35159786311	1413.33779973556	3413.52419146142	6379.66163898624	7434.41955497094	3727.1231804555	12232.9478174228	6832.73675050191	22874.1313890045	1114.58522909431	2482.40188910816	33303.6903280342
OG0000757	40.257342505866	25.402205013845	13.2093562218598	39.425273756165	509.904378900665	504.905921702772	106.733401482171	138.068620782181	43.4019202781281	42.6477173639619	227.817332229889	345.416189252983	180.630729007698	187.481451223872	218.464723952265	278.127518264932	543.879939113295
OG0000769	249.189755894431	259.381141183081	207.106582789925	239.542146948557	95.2145811501472	82.6761653892368	211.178671828638	249.664972181515	274.141094874558	206.792965900029	362.246224975302	302.898813277895	52.4455103734143	42.2242840809298	46.5145130439203	38.0637950413267	165.23807194031
OG0000776	146.8683418582	128.297820951166	143.125213225209	188.155404262529	645.19945311688	664.179048142106	676.142107023278	746.628035789286	379.090505388191	360.730224814017	291.067681244023	364.866655601524	644.028070291641	576.128774983534	244.187524627411	270.416075343597	550.442474861445
OG0000780	98.6342084329983	154.092472011993	432.684201554151	494.588001584568	129.190663638045	108.830174553165	411.012366441774	439.3199435767	191.592723419545	246.839818682325	304.915740690573	343.542281701117	229.501553394061	241.71244506257	58.2412004689553	63.84244988413	78.7034418483468
OG0000782	1353.35468667803	1670.78164645503	358.793269122698	455.253814751764	671.677185834388	563.08028352588	399.630061754154	385.439379600045	530.930339840663	544.491807893667	545.766411804919	552.012018132574	450.01464558359	301.284341678794	108.442738081339	109.542164443932	638.641232455177
OG0000783	2287.17451081323	557.96417184838	367.712271700593	122.172256466025	175.664785958219	346.405682851366	2978.30236552356	2138.44042868188	222.635500988336	165.699305509708	217.699028474858	164.586589211557	1684.25609833598	266.849968852084	277.893727951872	228.986957470838	333.213144171764
OG0000784	385.152545420601	488.874312247271	127.251923022675	195.833044212373	1349.63183932353	1086.51776893525	277.939928340495	378.50483422937	895.980621292306	1038.89516409843	121.548861493608	143.517522821523	79.2976116846024	112.410427397675	143.663212617994	150.52821168658	1156.26711298175
